,levels,time,decibels
367,0.0689454352093,2017-04-09 19:51:40,-23.2298896526
368,0.0840042458316,2017-04-09 19:51:41,-21.5139752562
369,0.0449129001147,2017-04-09 19:51:42,-26.9525780156
370,0.0784367159337,2017-04-09 19:51:43,-22.1096119619
371,0.0686717809172,2017-04-09 19:51:44,-23.2644337914
372,0.0706892334154,2017-04-09 19:51:45,-23.0129345598
373,0.0537226894294,2017-04-09 19:51:46,-25.396845082
374,0.0670569654668,2017-04-09 19:51:47,-23.4711220724
375,0.0532580688397,2017-04-09 19:51:48,-25.4722917063
376,0.0775231470666,2017-04-09 19:51:49,-22.2113721067
377,0.0690903533887,2017-04-09 19:51:50,-23.211651719
378,0.0742603938544,2017-04-09 19:51:51,-22.5848550348
379,0.0670356646232,2017-04-09 19:51:52,-23.4738816092
380,0.0683535036592,2017-04-09 19:51:53,-23.3047843898
381,0.0534499029657,2017-04-09 19:51:54,-25.4410615777
382,0.078601759244,2017-04-09 19:51:55,-22.0913546717
383,0.0664320755578,2017-04-09 19:51:56,-23.552443571
384,0.07222302305,2017-04-09 19:51:57,-22.826486744
385,0.0593456121498,2017-04-09 19:51:58,-24.5322277211
386,0.0583206302497,2017-04-09 19:51:59,-24.6835558281
387,0.0738761982447,2017-04-09 19:52:00,-22.6299092391
388,0.0768769579085,2017-04-09 19:52:01,-22.2840762086
389,0.0710186406525,2017-04-09 19:52:02,-22.9725528932
390,0.0527328565707,2017-04-09 19:52:03,-25.5583740407
391,0.0797633547059,2017-04-09 19:52:04,-21.9639317731
392,0.0536121761777,2017-04-09 19:52:05,-25.4147312784
393,0.064817465222,2017-04-09 19:52:06,-23.7661591333
394,0.0538343836665,2017-04-09 19:52:07,-25.3788050938
395,0.0662396674926,2017-04-09 19:52:08,-23.5776371255
396,0.0790878769033,2017-04-09 19:52:09,-22.0378016568
397,0.0707836596491,2017-04-09 19:52:10,-23.0013397454
398,0.0543673031693,2017-04-09 19:52:11,-25.2932441833
399,0.0724947254747,2017-04-09 19:52:12,-22.7938718081
400,0.0504294817321,2017-04-09 19:52:13,-25.946309902
401,0.0772441720506,2017-04-09 19:52:14,-22.2426855498
402,0.0317772671967,2017-04-09 19:52:15,-29.9576690856
403,0.0436819332133,2017-04-09 19:52:16,-27.1939629897
404,0.0343578744278,2017-04-09 19:52:17,-29.2794742384
405,0.0456912128018,2017-04-09 19:52:18,-26.8033462825
406,0.0284919973159,2017-04-09 19:52:19,-30.9055421048
407,0.0404911912414,2017-04-09 19:52:20,-27.852788924
408,0.0336234492258,2017-04-09 19:52:21,-29.4671547395
409,0.0438893512966,2017-04-09 19:52:22,-27.1528167633
410,0.0294998563465,2017-04-09 19:52:23,-30.6036019774
411,0.0421547688458,2017-04-09 19:52:24,-27.5030657559
412,0.0300108993192,2017-04-09 19:52:25,-30.4544198026
413,0.0398620714722,2017-04-09 19:52:26,-27.9888027301
414,0.0449247952659,2017-04-09 19:52:27,-26.9502778682
415,0.0423299675419,2017-04-09 19:52:28,-27.4670412908
416,0.039644871972,2017-04-09 19:52:29,-28.0362596062
417,0.0381639982732,2017-04-09 19:52:30,-28.3669226495
418,0.0285763694418,2017-04-09 19:52:31,-30.879858962
419,0.0403532223971,2017-04-09 19:52:32,-27.8824355815
420,0.0325313536416,2017-04-09 19:52:33,-29.7539573038
421,0.0375775020309,2017-04-09 19:52:34,-28.5014418611
422,0.0291767539117,2017-04-09 19:52:35,-30.6992605522
423,0.0386890753021,2017-04-09 19:52:36,-28.2482330024
424,0.0381823784299,2017-04-09 19:52:37,-28.3627404466
425,0.0323995108806,2017-04-09 19:52:38,-29.7892309215
426,0.0285083989056,2017-04-09 19:52:39,-30.9005434588
427,0.0446772185378,2017-04-09 19:52:40,-26.9982774503
428,0.0290770882978,2017-04-09 19:52:41,-30.7289816946
429,0.029675934949,2017-04-09 19:52:42,-30.5519117917
